,price_aprox_usd,surface_total_in_m2,rooms,price_usd_per_m2,barrio
14998,165000.0,76.0,3.0,2171.0526315789475,ALMAGRO
14999,310000.0,143.0,3.0,2167.832167832168,ALMAGRO
15001,145000.0,73.0,4.0,1986.3013698630136,ALMAGRO
15002,250000.0,71.0,3.0,3521.12676056338,ALMAGRO
15003,280000.0,124.0,4.0,2258.064516129032,ALMAGRO
15004,120000.0,70.0,3.0,1714.2857142857142,ALMAGRO
15005,179000.0,72.0,3.0,2486.1111111111118,ALMAGRO
15007,179000.0,85.0,4.0,2105.8823529411766,ALMAGRO
15014,135000.0,47.0,2.0,2872.340425531915,ALMAGRO
15015,127000.0,61.0,3.0,2081.967213114754,ALMAGRO
15016,395000.0,135.0,4.0,2925.925925925926,ALMAGRO
15021,99000.0,46.0,2.0,2152.1739130434785,ALMAGRO
15022,122000.0,41.0,1.0,2975.609756097561,ALMAGRO
15024,121350.0,38.0,1.0,3193.421052631579,ALMAGRO
15027,110000.0,56.0,2.0,1964.2857142857144,ALMAGRO
15028,135000.0,49.0,3.0,2755.1020408163267,ALMAGRO
15034,239000.0,107.0,4.0,2233.644859813084,ALMAGRO
15036,330000.0,117.0,4.0,2820.5128205128203,ALMAGRO
15037,140000.0,54.0,3.0,2592.592592592593,ALMAGRO
15038,270000.0,153.0,4.0,1764.7058823529412,ALMAGRO
15040,125000.0,56.0,3.0,2232.1428571428573,ALMAGRO
15043,160000.0,106.0,3.0,1509.433962264151,ALMAGRO
15044,159000.0,72.0,3.0,2208.333333333333,ALMAGRO
15045,250000.0,104.0,4.0,2403.846153846154,ALMAGRO
15046,127000.0,57.0,3.0,2228.0701754385964,ALMAGRO
15047,175000.0,67.0,3.0,2611.9402985074626,ALMAGRO
15048,200000.0,100.0,3.0,2000.0,ALMAGRO
15049,149000.0,70.0,3.0,2128.5714285714284,ALMAGRO
15050,129000.0,63.0,3.0,2047.619047619048,ALMAGRO
15051,225000.0,163.0,6.0,1380.3680981595094,ALMAGRO
15052,135000.0,63.0,3.0,2142.8571428571427,ALMAGRO
15053,98000.0,41.0,1.0,2390.243902439024,ALMAGRO
15054,169000.0,88.0,3.0,1920.4545454545453,ALMAGRO
15057,133000.0,64.0,2.0,2078.125,ALMAGRO
15058,179000.0,53.0,2.0,3377.3584905660377,ALMAGRO
15059,178000.0,52.0,2.0,3423.076923076924,ALMAGRO
15061,240000.0,90.0,3.0,2666.6666666666665,ALMAGRO
15062,240000.0,97.0,4.0,2474.2268041237107,ALMAGRO
15063,97000.0,66.0,2.0,1469.6969696969695,ALMAGRO
15066,105000.0,41.0,1.0,2560.9756097560976,ALMAGRO
15067,130000.0,50.0,3.0,2600.0,ALMAGRO
15068,97000.0,72.0,2.0,1347.2222222222224,ALMAGRO
15069,115000.0,50.0,2.0,2300.0,ALMAGRO
15070,170000.0,56.0,3.0,3035.714285714286,ALMAGRO
15074,220000.0,94.0,3.0,2340.4255319148942,ALMAGRO
15077,110000.0,50.0,2.0,2200.0,ALMAGRO
15078,235000.0,73.0,4.0,3219.178082191781,ALMAGRO
15081,100000.0,42.0,2.0,2380.952380952381,ALMAGRO
15082,145000.0,52.0,2.0,2788.4615384615386,ALMAGRO
15083,188000.0,87.0,3.0,2160.919540229885,ALMAGRO
15084,165000.0,133.0,3.0,1240.6015037593986,ALMAGRO
15085,130000.0,62.0,2.0,2096.7741935483878,ALMAGRO
15086,189900.0,80.0,4.0,2373.75,ALMAGRO
15087,250000.0,109.0,4.0,2293.577981651376,ALMAGRO
15088,420000.0,98.0,4.0,4285.714285714285,ALMAGRO
15089,106000.0,39.0,1.0,2717.948717948718,ALMAGRO
15090,225000.0,148.0,3.0,1520.2702702702704,ALMAGRO
15091,260000.0,120.0,4.0,2166.6666666666665,ALMAGRO
15092,340000.0,139.0,4.0,2446.043165467626,ALMAGRO
15094,128000.0,38.0,2.0,3368.421052631579,ALMAGRO
15100,268000.0,100.0,4.0,2680.0,ALMAGRO
15101,158000.0,69.0,3.0,2289.855072463768,ALMAGRO
15102,210000.0,88.0,3.0,2386.3636363636365,ALMAGRO
15103,220000.0,62.0,3.0,3548.3870967741937,ALMAGRO
15108,97000.0,38.0,1.0,2552.6315789473683,ALMAGRO
15110,132000.0,46.0,1.0,2869.5652173913045,ALMAGRO
15111,200000.0,95.0,3.0,2105.2631578947367,ALMAGRO
15112,124900.0,62.0,1.0,2014.516129032258,ALMAGRO
15113,145000.0,74.0,4.0,1959.45945945946,ALMAGRO
15114,115000.0,51.0,2.0,2254.901960784314,ALMAGRO
15115,215000.0,148.0,3.0,1452.7027027027027,ALMAGRO
15117,135000.0,66.0,3.0,2045.4545454545453,ALMAGRO
15120,165000.0,50.0,2.0,3300.0,ALMAGRO
15121,125000.0,50.0,2.0,2500.0,ALMAGRO
15122,155000.0,67.0,2.0,2313.4328358208954,ALMAGRO
15123,119000.0,56.0,1.0,2125.0,ALMAGRO
15124,375000.0,200.0,3.0,1875.0,ALMAGRO
15125,125000.0,50.0,2.0,2500.0,ALMAGRO
15127,255000.0,129.0,3.0,1976.744186046512,ALMAGRO
15128,119000.0,68.0,1.0,1750.0,ALMAGRO
15129,115000.0,58.0,1.0,1982.7586206896551,ALMAGRO
15134,122923.0,51.0,1.0,2410.2549019607845,ALMAGRO
15137,99000.0,101.0,1.0,980.1980198019804,ALMAGRO
15138,130000.0,55.0,2.0,2363.6363636363635,ALMAGRO
15140,113731.0,46.0,1.0,2472.413043478261,ALMAGRO
15141,150000.0,54.0,2.0,2777.777777777778,ALMAGRO
15143,105000.0,50.0,2.0,2100.0,ALMAGRO
15144,205000.0,117.0,2.0,1752.1367521367524,ALMAGRO
15145,320000.0,214.0,2.0,1495.3271028037384,ALMAGRO
15146,150000.0,109.0,5.0,1376.1467889908256,ALMAGRO
15147,165000.0,83.0,2.0,1987.951807228916,ALMAGRO
15148,150000.0,65.0,3.0,2307.692307692308,ALMAGRO
15149,295000.0,159.0,3.0,1855.3459119496852,ALMAGRO
15150,159000.0,82.0,2.0,1939.0243902439024,ALMAGRO
15152,120000.0,51.0,2.0,2352.9411764705883,ALMAGRO
15153,170000.0,70.0,2.0,2428.5714285714284,ALMAGRO
15155,180000.0,69.0,2.0,2608.695652173913,ALMAGRO
15157,375000.0,160.0,3.0,2343.75,ALMAGRO
15158,285000.0,100.0,3.0,2850.0,ALMAGRO
15159,285000.0,100.0,3.0,2850.0,ALMAGRO
15190,219500.0,81.0,3.0,2709.876543209877,ALMAGRO
15191,245000.0,85.0,3.0,2882.3529411764707,ALMAGRO
15192,135000.0,58.0,3.0,2327.586206896552,ALMAGRO
15193,225000.0,74.0,3.0,3040.540540540541,ALMAGRO
15194,229000.0,116.0,4.0,1974.1379310344828,ALMAGRO
15195,280000.0,80.0,3.0,3500.0,ALMAGRO
15196,180000.0,90.0,4.0,2000.0,ALMAGRO
15197,140000.0,64.0,3.0,2187.5,ALMAGRO
15198,120000.0,55.0,2.0,2181.818181818182,ALMAGRO
15199,150000.0,49.0,3.0,3061.2244897959185,ALMAGRO
15201,159000.0,59.0,3.0,2694.915254237288,ALMAGRO
15202,165000.0,79.0,4.0,2088.6075949367087,ALMAGRO
15203,145000.0,79.0,3.0,1835.443037974684,ALMAGRO
15204,263000.0,113.0,4.0,2327.433628318584,ALMAGRO
15205,185000.0,90.0,3.0,2055.555555555556,ALMAGRO
15208,257000.0,89.0,3.0,2887.6404494382027,ALMAGRO
15209,97000.0,37.0,1.0,2621.621621621621,ALMAGRO
15210,99000.0,43.0,2.0,2302.325581395349,ALMAGRO
15211,159000.0,74.0,3.0,2148.6486486486488,ALMAGRO
15213,239000.0,117.0,4.0,2042.7350427350427,ALMAGRO
15214,105000.0,37.0,2.0,2837.837837837838,ALMAGRO
15215,130000.0,57.0,2.0,2280.701754385965,ALMAGRO
15217,258000.0,202.0,5.0,1277.2277227722773,ALMAGRO
15218,139000.0,45.0,2.0,3088.888888888889,ALMAGRO
15219,280000.0,121.0,4.0,2314.0495867768595,ALMAGRO
15221,450000.0,173.0,4.0,2601.156069364162,ALMAGRO
15223,119000.0,58.0,3.0,2051.7241379310344,ALMAGRO
15226,117000.0,43.0,2.0,2720.93023255814,ALMAGRO
15227,153000.0,56.0,3.0,2732.142857142857,ALMAGRO
15228,155000.0,69.0,3.0,2246.376811594203,ALMAGRO
15230,315000.0,105.0,4.0,3000.0,ALMAGRO
15232,135000.0,54.0,3.0,2500.0,ALMAGRO
15233,165000.0,60.0,3.0,2750.0,ALMAGRO
15234,120000.0,45.0,2.0,2666.6666666666665,ALMAGRO
15235,370000.0,180.0,4.0,2055.555555555556,ALMAGRO
15238,129500.0,41.0,2.0,3158.536585365853,ALMAGRO
15239,95000.0,38.0,2.0,2500.0,ALMAGRO
15243,155000.0,83.0,3.0,1867.4698795180725,ALMAGRO
15244,225000.0,109.0,3.0,2064.2201834862385,ALMAGRO
15247,127000.0,50.0,2.0,2540.0,ALMAGRO
15248,127000.0,50.0,2.0,2540.0,ALMAGRO
15249,106000.0,38.0,2.0,2789.4736842105267,ALMAGRO
15250,215000.0,80.0,4.0,2687.5,ALMAGRO
15251,165000.0,71.0,4.0,2323.9436619718317,ALMAGRO
15253,96500.0,69.0,2.0,1398.5507246376812,ALMAGRO
15254,95000.0,40.0,2.0,2375.0,ALMAGRO
15255,99000.0,42.0,2.0,2357.142857142857,ALMAGRO
15260,115000.0,40.0,2.0,2875.0,ALMAGRO
15263,154000.0,53.0,3.0,2905.660377358491,ALMAGRO
15276,154000.0,62.0,3.0,2483.870967741936,ALMAGRO
15278,515000.0,163.0,4.0,3159.509202453988,ALMAGRO
15280,118000.0,46.0,2.0,2565.217391304348,ALMAGRO
15282,140000.0,58.0,3.0,2413.7931034482763,ALMAGRO
15284,165000.0,49.0,3.0,3367.3469387755104,ALMAGRO
15285,108000.0,43.0,2.0,2511.6279069767443,ALMAGRO
15287,170000.0,55.0,2.0,3090.909090909091,ALMAGRO
15288,130000.0,40.0,1.0,3250.0,ALMAGRO
15292,280000.0,76.0,3.0,3684.2105263157896,ALMAGRO
15293,155000.0,55.0,3.0,2818.181818181818,ALMAGRO
15294,130000.0,48.0,3.0,2708.333333333333,ALMAGRO
15295,110000.0,43.0,2.0,2558.139534883721,ALMAGRO
15296,165000.0,70.0,4.0,2357.142857142857,ALMAGRO
15299,215000.0,104.0,4.0,2067.3076923076924,ALMAGRO
15300,128000.0,49.0,3.0,2612.244897959184,ALMAGRO
15306,150000.0,44.0,2.0,3409.090909090909,ALMAGRO
15307,115000.0,61.0,3.0,1885.2459016393443,ALMAGRO
15309,165000.0,49.0,3.0,3367.3469387755104,ALMAGRO
15311,192000.0,81.0,4.0,2370.3703703703704,ALMAGRO
15312,190000.0,68.0,3.0,2794.1176470588234,ALMAGRO
15313,189000.0,61.0,3.0,3098.360655737705,ALMAGRO
15314,138000.0,58.0,2.0,2379.310344827586,ALMAGRO
15316,112000.0,58.0,2.0,1931.0344827586207,ALMAGRO
15317,92000.0,37.0,2.0,2486.486486486487,ALMAGRO
15319,320000.0,144.0,5.0,2222.222222222222,ALMAGRO
15320,179000.0,72.0,2.0,2486.1111111111118,ALMAGRO
15321,96000.0,37.0,2.0,2594.5945945945946,ALMAGRO
15323,249000.0,66.0,2.0,3772.727272727273,ALMAGRO
15324,127000.0,57.0,3.0,2228.0701754385964,ALMAGRO
15325,117000.0,42.0,2.0,2785.714285714286,ALMAGRO
15326,130000.0,56.0,3.0,2321.428571428572,ALMAGRO
15327,110000.0,52.0,3.0,2115.3846153846152,ALMAGRO
15328,289900.0,120.0,4.0,2415.833333333333,ALMAGRO
15330,133851.0,50.0,1.0,2677.02,ALMAGRO
15331,132000.0,53.0,3.0,2490.566037735849,ALMAGRO
15333,135000.0,52.0,3.0,2596.153846153846,ALMAGRO
15334,340000.0,160.0,3.0,2125.0,ALMAGRO
15335,115000.0,37.0,1.0,3108.108108108108,ALMAGRO
15337,135000.0,57.0,3.0,2368.421052631579,ALMAGRO
15338,130000.0,51.0,3.0,2549.019607843137,ALMAGRO
15339,92000.0,40.0,2.0,2300.0,ALMAGRO
15341,270000.0,124.0,5.0,2177.4193548387093,ALMAGRO
15343,350000.0,165.0,5.0,2121.212121212121,ALMAGRO
15344,246000.0,100.0,4.0,2460.0,ALMAGRO
15347,175000.0,90.0,3.0,1944.4444444444448,ALMAGRO
15348,140000.0,55.0,3.0,2545.454545454545,ALMAGRO
15349,180000.0,92.0,3.0,1956.521739130435,ALMAGRO
15350,180000.0,92.0,3.0,1956.521739130435,ALMAGRO
15351,230000.0,74.0,2.0,3108.108108108108,ALMAGRO
15352,183000.0,79.0,4.0,2316.455696202532,ALMAGRO
15354,110000.0,48.0,3.0,2291.6666666666665,ALMAGRO
15355,247000.0,108.0,4.0,2287.037037037037,ALMAGRO
15358,140000.0,72.0,3.0,1944.4444444444448,ALMAGRO
15359,215000.0,108.0,3.0,1990.7407407407409,ALMAGRO
15360,115000.0,39.0,2.0,2948.717948717949,ALMAGRO
15361,175000.0,71.0,3.0,2464.788732394366,ALMAGRO
15363,159000.0,87.0,3.0,1827.586206896552,ALMAGRO
15364,180000.0,72.0,3.0,2500.0,ALMAGRO
15365,155000.0,73.0,3.0,2123.287671232877,ALMAGRO
15366,155000.0,67.0,3.0,2313.4328358208954,ALMAGRO
15368,279000.0,132.0,3.0,2113.6363636363635,ALMAGRO
15370,275000.0,154.0,5.0,1785.7142857142858,ALMAGRO
15378,230000.0,102.0,4.0,2254.901960784314,ALMAGRO
15381,215000.0,118.0,4.0,1822.033898305085,PARQUE PATRICIOS
15387,123000.0,46.0,2.0,2673.913043478261,PARQUE PATRICIOS
15390,145000.0,167.0,5.0,868.2634730538922,PARQUE PATRICIOS
15391,110000.0,64.0,3.0,1718.75,PARQUE PATRICIOS
15392,275000.0,203.0,4.0,1354.679802955665,PARQUE PATRICIOS
15394,110000.0,52.0,3.0,2115.3846153846152,PARQUE PATRICIOS
15396,102000.0,57.0,2.0,1789.473684210526,PARQUE PATRICIOS
15397,139000.0,76.0,3.0,1828.947368421053,PARQUE PATRICIOS
15426,205000.0,202.0,10.0,1014.8514851485148,PARQUE PATRICIOS
15431,109000.0,67.0,3.0,1626.865671641791,PARQUE PATRICIOS
15433,105000.0,68.0,4.0,1544.1176470588236,PARQUE PATRICIOS
15436,187000.0,162.0,4.0,1154.320987654321,PARQUE PATRICIOS
15437,130000.0,48.0,2.0,2708.333333333333,PARQUE PATRICIOS
15438,230000.0,103.0,3.0,2233.009708737864,PARQUE PATRICIOS
15439,159000.0,56.0,3.0,2839.285714285714,PARQUE PATRICIOS
15445,105000.0,59.0,3.0,1779.6610169491526,PARQUE PATRICIOS
15446,115000.0,64.0,2.0,1796.875,PARQUE PATRICIOS
15447,94000.0,54.0,3.0,1740.7407407407404,PARQUE PATRICIOS
15450,165000.0,68.0,2.0,2426.4705882352937,PARQUE PATRICIOS
15455,90000.0,41.0,2.0,2195.121951219512,PARQUE PATRICIOS
15461,250000.0,218.0,4.0,1146.788990825688,PARQUE PATRICIOS
15463,235000.0,103.0,7.0,2281.553398058252,PARQUE PATRICIOS
15464,120000.0,62.0,4.0,1935.483870967742,PARQUE PATRICIOS
15466,150000.0,162.0,4.0,925.925925925926,PARQUE PATRICIOS
15467,119000.0,88.0,4.0,1352.2727272727273,PARQUE PATRICIOS
15470,265000.0,126.0,4.0,2103.174603174604,PARQUE PATRICIOS
15471,220000.0,89.0,3.0,2471.9101123595506,PARQUE PATRICIOS
15477,140000.0,68.0,2.0,2058.8235294117653,PARQUE PATRICIOS
15478,90000.0,46.0,1.0,1956.521739130435,PARQUE PATRICIOS
15480,150000.0,86.0,4.0,1744.186046511628,PARQUE PATRICIOS
15484,138000.0,76.0,2.0,1815.7894736842104,PARQUE PATRICIOS
15486,98000.0,64.0,2.0,1531.25,PARQUE PATRICIOS
15487,174000.0,64.0,3.0,2718.75,PARQUE PATRICIOS
15505,215000.0,194.0,6.0,1108.2474226804125,PARQUE PATRICIOS
15506,179000.0,184.0,4.0,972.8260869565216,PARQUE PATRICIOS
15515,200000.0,94.0,4.0,2127.659574468085,PARQUE PATRICIOS
15517,187000.0,90.0,4.0,2077.777777777778,PARQUE PATRICIOS
15518,155000.0,56.0,3.0,2767.857142857143,PARQUE PATRICIOS
15526,250000.0,152.0,5.0,1644.7368421052631,PARQUE PATRICIOS
15527,295000.0,200.0,4.0,1475.0,PARQUE PATRICIOS
15528,95000.0,60.0,2.0,1583.333333333333,PARQUE PATRICIOS
15530,119000.0,66.0,4.0,1803.030303030303,PARQUE PATRICIOS
15536,173000.0,57.0,3.0,3035.087719298245,COLEGIALES
15537,259900.0,132.0,3.0,1968.939393939394,COLEGIALES
15538,530000.0,130.0,3.0,4076.9230769230767,COLEGIALES
15541,450000.0,119.0,3.0,3781.512605042017,COLEGIALES
15542,330000.0,186.0,7.0,1774.1935483870968,COLEGIALES
15543,200000.0,98.0,2.0,2040.8163265306123,COLEGIALES
15546,228000.0,74.0,4.0,3081.081081081081,COLEGIALES
15549,140000.0,58.0,1.0,2413.7931034482763,COLEGIALES
15550,142000.0,79.0,1.0,1797.4683544303796,COLEGIALES
15551,175000.0,56.0,2.0,3125.0,COLEGIALES
15552,265000.0,79.0,3.0,3354.430379746836,COLEGIALES
15554,291314.23,90.0,4.0,3236.824777777777,COLEGIALES
15555,225000.0,108.0,4.0,2083.333333333333,COLEGIALES
15556,135000.0,41.0,2.0,3292.682926829268,COLEGIALES
15558,280000.0,136.0,3.0,2058.8235294117653,COLEGIALES
15561,510000.0,120.0,4.0,4250.0,COLEGIALES
15563,299000.0,97.0,4.0,3082.474226804124,COLEGIALES
15566,153000.0,44.0,1.0,3477.2727272727275,COLEGIALES
15567,420000.0,120.0,4.0,3500.0,COLEGIALES
15569,330000.0,210.0,5.0,1571.428571428571,COLEGIALES
15571,190000.0,78.0,3.0,2435.897435897436,COLEGIALES
15572,420000.0,120.0,4.0,3500.0,COLEGIALES
15574,150000.0,49.0,3.0,3061.2244897959185,COLEGIALES
15575,142000.0,41.0,2.0,3463.414634146341,COLEGIALES
15576,245000.0,115.0,5.0,2130.4347826086955,COLEGIALES
15578,420000.0,120.0,4.0,3500.0,COLEGIALES
15579,144000.0,48.0,2.0,3000.0,COLEGIALES
15601,236000.0,87.0,4.0,2712.6436781609195,COLEGIALES
15602,290000.0,110.0,4.0,2636.3636363636365,COLEGIALES
15603,135000.0,52.0,3.0,2596.153846153846,COLEGIALES
15604,133000.0,52.0,3.0,2557.692307692308,COLEGIALES
15606,309000.0,111.0,5.0,2783.783783783784,COLEGIALES
15607,265000.0,70.0,3.0,3785.714285714286,COLEGIALES
15609,365000.0,172.0,3.0,2122.093023255814,COLEGIALES
15613,259000.0,95.0,4.0,2726.315789473684,COLEGIALES
15614,102000.0,38.0,2.0,2684.2105263157896,COLEGIALES
15615,268000.0,77.0,3.0,3480.519480519481,COLEGIALES
15616,165000.0,55.0,2.0,3000.0,COLEGIALES
15617,230000.0,85.0,4.0,2705.882352941177,COLEGIALES
15619,320000.0,89.0,4.0,3595.505617977528,COLEGIALES
15620,175000.0,48.0,2.0,3645.833333333334,COLEGIALES
15621,268000.0,77.0,3.0,3480.519480519481,COLEGIALES
15622,159000.0,62.0,2.0,2564.516129032258,COLEGIALES
15623,185000.0,45.0,2.0,4111.11111111111,COLEGIALES
15624,180000.0,61.0,3.0,2950.8196721311474,COLEGIALES
15625,215000.0,54.0,2.0,3981.481481481481,COLEGIALES
15626,125000.0,41.0,1.0,3048.7804878048787,COLEGIALES
15630,159000.0,63.0,3.0,2523.809523809524,COLEGIALES
15631,150000.0,57.0,2.0,2631.578947368421,COLEGIALES
15632,243000.0,81.0,3.0,3000.0,COLEGIALES
15633,120000.0,46.0,2.0,2608.695652173913,COLEGIALES
15634,375000.0,125.0,4.0,3000.0,COLEGIALES
15641,115000.0,45.0,2.0,2555.555555555556,COLEGIALES
15644,215000.0,55.0,2.0,3909.090909090909,COLEGIALES
15646,190000.0,77.0,4.0,2467.532467532468,COLEGIALES
15651,149000.0,50.0,2.0,2980.0,COLEGIALES
15655,280000.0,146.0,3.0,1917.8082191780825,COLEGIALES
15656,234000.0,82.0,4.0,2853.6585365853657,COLEGIALES
15657,248000.0,80.0,4.0,3100.0,COLEGIALES
15658,139000.0,53.0,2.0,2622.6415094339623,COLEGIALES
15660,350000.0,71.0,3.0,4929.577464788732,COLEGIALES
15661,177000.0,50.0,2.0,3540.0,COLEGIALES
15662,159000.0,60.0,3.0,2650.0,COLEGIALES
15663,159000.0,60.0,3.0,2650.0,COLEGIALES
15664,160000.0,60.0,3.0,2666.6666666666665,COLEGIALES
15665,290000.0,120.0,4.0,2416.6666666666665,COLEGIALES
15673,105000.0,38.0,2.0,2763.157894736842,COLEGIALES
15675,145000.0,48.0,3.0,3020.833333333333,COLEGIALES
15676,190000.0,75.0,4.0,2533.333333333333,COLEGIALES
15678,190000.0,57.0,3.0,3333.333333333333,COLEGIALES
15679,274200.0,98.0,3.0,2797.9591836734694,COLEGIALES
15681,292000.0,95.0,3.0,3073.684210526316,COLEGIALES
15682,130000.0,48.0,2.0,2708.333333333333,COLEGIALES
15683,180000.0,105.0,4.0,1714.2857142857142,COLEGIALES
15684,380000.0,204.0,6.0,1862.745098039216,COLEGIALES
15686,155000.0,63.0,4.0,2460.31746031746,COLEGIALES
15689,144300.0,56.0,2.0,2576.785714285714,COLEGIALES
15690,141500.0,53.0,2.0,2669.811320754717,COLEGIALES
15691,420000.0,120.0,4.0,3500.0,COLEGIALES
15692,198000.0,75.0,2.0,2640.0,COLEGIALES
15697,265000.0,82.0,4.0,3231.707317073171,COLEGIALES
15698,280000.0,86.0,2.0,3255.813953488372,COLEGIALES
15699,399900.0,127.0,6.0,3148.818897637794,COLEGIALES
15700,310000.0,68.0,3.0,4558.823529411765,COLEGIALES
15701,155000.0,50.0,1.0,3100.0,COLEGIALES
15702,469000.0,156.0,5.0,3006.4102564102564,COLEGIALES
15704,180000.0,61.0,3.0,2950.8196721311474,COLEGIALES
15705,370000.0,80.0,2.0,4625.0,COLEGIALES
15706,160000.0,76.0,3.0,2105.2631578947367,COLEGIALES
15708,445000.0,120.0,4.0,3708.333333333334,COLEGIALES
15710,199000.0,85.0,3.0,2341.1764705882347,COLEGIALES
15711,249000.0,80.0,3.0,3112.5,COLEGIALES
15713,219000.0,74.0,3.0,2959.45945945946,COLEGIALES
15720,260000.0,149.0,3.0,1744.96644295302,COLEGIALES
15721,110000.0,37.0,2.0,2972.972972972973,COLEGIALES
15722,198000.0,72.0,3.0,2750.0,COLEGIALES
15723,198000.0,72.0,4.0,2750.0,COLEGIALES
15724,249500.0,112.0,4.0,2227.678571428572,COLEGIALES
15725,489000.0,140.0,4.0,3492.857142857143,COLEGIALES
15726,345000.0,121.0,3.0,2851.239669421488,COLEGIALES
15727,345000.0,121.0,4.0,2851.239669421488,COLEGIALES
15728,179000.0,61.0,3.0,2934.426229508197,COLEGIALES
15730,187000.0,70.0,2.0,2671.428571428572,COLEGIALES
15732,305000.0,110.0,3.0,2772.7272727272725,COLEGIALES
15733,145000.0,52.0,2.0,2788.4615384615386,COLEGIALES
15735,130000.0,50.0,2.0,2600.0,COLEGIALES
15737,159000.0,50.0,2.0,3180.0,COLEGIALES
15738,165000.0,61.0,3.0,2704.918032786885,COLEGIALES
15739,230000.0,100.0,3.0,2300.0,COLEGIALES
15740,280000.0,76.0,3.0,3684.2105263157896,COLEGIALES
15741,220000.0,84.0,3.0,2619.04761904762,COLEGIALES
15742,230000.0,88.0,3.0,2613.6363636363635,COLEGIALES
15743,140000.0,51.0,2.0,2745.098039215686,COLEGIALES
15744,319000.0,125.0,4.0,2552.0,COLEGIALES
15746,420000.0,136.0,4.0,3088.2352941176478,COLEGIALES
15747,120000.0,39.0,1.0,3076.9230769230767,COLEGIALES
15750,180000.0,83.0,4.0,2168.6746987951806,COLEGIALES
15754,255000.0,100.0,2.0,2550.0,COLEGIALES
15755,285000.0,88.0,4.0,3238.6363636363635,COLEGIALES
15757,340000.0,90.0,4.0,3777.777777777778,COLEGIALES
15758,205000.0,53.0,2.0,3867.924528301887,COLEGIALES
15759,112000.0,38.0,1.0,2947.368421052632,COLEGIALES
15760,129800.0,45.0,2.0,2884.444444444445,COLEGIALES
15762,285000.0,100.0,4.0,2850.0,COLEGIALES
15764,260000.0,86.0,3.0,3023.255813953489,COLEGIALES
15765,154000.0,51.0,3.0,3019.6078431372557,COLEGIALES
15767,148000.0,49.0,2.0,3020.4081632653056,COLEGIALES
15768,270000.0,98.0,4.0,2755.1020408163267,COLEGIALES
15769,153000.0,40.0,1.0,3825.0,COLEGIALES
15771,211435.25,71.0,3.0,2977.961267605634,COLEGIALES
15772,121550.71,39.0,1.0,3116.684871794872,COLEGIALES
15773,514256.91,178.0,4.0,2889.083764044944,COLEGIALES
15774,281230.11,87.0,3.0,3232.53,COLEGIALES
15775,415000.0,135.0,4.0,3074.074074074074,COLEGIALES
15778,400000.0,134.0,4.0,2985.074626865672,COLEGIALES
15779,544687.11,175.0,4.0,3112.497771428572,COLEGIALES
15780,210751.29,70.0,3.0,3010.732714285715,COLEGIALES
15781,280320.37,87.0,3.0,3222.0732183908044,COLEGIALES
15782,120000.0,39.0,1.0,3076.9230769230767,COLEGIALES
15783,121157.51,39.0,1.0,3106.6028205128205,COLEGIALES
15784,380000.0,187.0,4.0,2032.085561497326,COLEGIALES
15785,139800.0,41.0,2.0,3409.756097560976,COLEGIALES
15789,160650.0,54.0,1.0,2975.0,COLEGIALES
15790,157675.0,54.0,1.0,2919.9074074074074,COLEGIALES
15791,164475.0,60.0,2.0,2741.25,COLEGIALES
15794,130000.0,40.0,1.0,3250.0,COLEGIALES
15795,250000.0,78.0,3.0,3205.128205128205,COLEGIALES
15796,156000.0,49.0,2.0,3183.673469387755,COLEGIALES
15800,290000.0,88.0,3.0,3295.454545454545,COLEGIALES
15801,395000.0,117.0,3.0,3376.068376068376,COLEGIALES
15803,250000.0,110.0,4.0,2272.7272727272725,COLEGIALES
15805,395000.0,220.0,5.0,1795.4545454545455,COLEGIALES
15806,110000.0,42.0,1.0,2619.04761904762,COLEGIALES
15809,124900.0,46.0,2.0,2715.217391304348,COLEGIALES
15811,133000.0,37.0,1.0,3594.5945945945946,COLEGIALES
15815,375000.0,116.0,4.0,3232.758620689656,COLEGIALES
15816,245000.0,81.0,4.0,3024.691358024692,COLEGIALES
15817,165000.0,61.0,2.0,2704.918032786885,COLEGIALES
15824,158000.0,101.0,3.0,1564.3564356435645,VILLA SANTA RITA
15825,130000.0,62.0,3.0,2096.7741935483878,VILLA SANTA RITA
15826,130000.0,60.0,3.0,2166.6666666666665,VILLA SANTA RITA
15827,240000.0,180.0,6.0,1333.3333333333333,VILLA SANTA RITA
15831,129000.0,58.0,2.0,2224.1379310344832,VILLA SANTA RITA
15833,190000.0,90.0,4.0,2111.1111111111118,VILLA SANTA RITA
15836,138000.0,67.0,3.0,2059.701492537313,VILLA SANTA RITA
15837,139500.0,63.0,3.0,2214.285714285714,VILLA SANTA RITA
15838,140000.0,43.0,2.0,3255.813953488372,VILLA SANTA RITA
15839,99000.0,44.0,2.0,2250.0,VILLA SANTA RITA
15841,114000.0,71.0,1.0,1605.6338028169016,VILLA SANTA RITA
15842,159000.0,125.0,5.0,1272.0,VILLA SANTA RITA
15847,162000.0,63.0,3.0,2571.428571428572,VILLA SANTA RITA
15848,185000.0,86.0,3.0,2151.1627906976746,VILLA SANTA RITA
15863,120000.0,48.0,2.0,2500.0,VILLA SANTA RITA
15865,173000.0,57.0,3.0,3035.087719298245,VILLA SANTA RITA
15868,118000.0,65.0,3.0,1815.3846153846157,VILLA SANTA RITA
